grain,size
374038,529
374039,2
374044,183
374047,1
374048,46
374049,1799
374052,2
374054,5
374057,1
374058,1960
374063,1235
374069,4
374071,3
374072,1994
374073,1
374076,35
374078,173
374079,2
374081,2205
374082,3
374085,3
374090,8
374092,535
374094,1000
374096,1427
374101,2
374104,2
374105,1199
374106,4
374108,15
374110,5
374111,621
374113,1
374121,11
374123,153
374130,146
374139,32
374141,4
374142,11
374143,2
374144,1
374145,2
374148,45
374149,2
374150,14
374152,35
374154,52
374160,351
374162,50
374163,1
374165,17
374166,1
374169,7
374175,5265
374176,12
374180,135
374183,11
374187,230
374199,6
374201,2
374203,52
374204,1
374207,487
374209,14
374211,3
374215,222
374216,1128
374217,2881
374222,3
374223,21
374224,48
374228,48
374232,1
374239,5
374241,69
374242,289
374243,744
374244,1332
374246,29
374249,1
374254,1
374257,2661
374260,599
374261,101
374264,64
374265,3
374268,21
374269,38
374276,1
374278,130
374279,133
374280,129
374287,46
374289,8598
374290,55
374293,138
374294,2
374298,1
374299,31
374304,5
374308,428
374309,16
374311,7
374312,59
374313,6
374314,1005
374319,10
374322,174
374325,13
374328,102
374331,4
374332,11
374333,845
374335,28
374339,5
374340,17
374342,24
374346,3788
374347,30
374354,7
374359,1241
374360,36
374362,2
374363,11
374365,224
374368,4
374372,150
374375,29
374380,549
374381,17
374385,11
374386,706
374388,16
374390,2
374394,113
374400,154
374403,24
374404,128
374405,8
374408,4669
374410,246
374411,664
374412,37
374413,1
374417,226
374418,1887
374423,46
374424,3
374425,1787
374431,5541
374432,139
374433,7
374434,7
374437,2
374445,7
374446,117
374447,35
374449,109
374453,16
374457,7
374458,13
374459,111
374460,1441
374466,1648
374469,3
374476,15
374480,1
374482,93
374487,334
374488,358
374490,15
374493,2
374497,10
374498,476
374499,18
374500,1322
374501,236
374504,57
374511,1
374514,4
374515,96
374516,1
374518,3
374522,1
374523,207
374524,1234
374526,102
374527,34
374529,1
374531,10
374532,60
374533,6
374534,3
374535,1
374536,479
374537,5
374547,22
374550,1
374551,31
374555,23
374556,2
374558,4
374559,6
374564,206
374565,11531
374569,31
374570,113
374574,180
374575,466
374578,78
374579,18
374580,34
374581,12
374582,62
374587,353
374589,2
374591,2400
374593,746
374595,8
374596,85
374597,3
374598,369
374600,76
374604,58
374609,14
374614,35
374616,168
374617,205
374619,2
374620,4
374621,38
374622,575
374623,150
374627,13
374628,1065
374629,111
374632,1903
374633,37
374634,80
374645,382
374653,67
374654,25
374657,88
374658,1
374661,13
374663,3
374664,135
374667,20
374668,48
374669,764
374673,80
374677,15
374678,38
374681,305
374682,54
374683,1357
374690,575
374693,2
374697,1031
374698,249
374699,118
374703,1
374704,1316
374705,1
374707,2
374709,41
374710,2
374711,639
374716,529
374717,983
374719,746
374723,17
374724,63
374727,13
374728,4
374732,3
374734,2
374739,26
374745,5
374747,9
374748,151
374750,3649
374754,5
374761,2154
374762,65
374763,17
374767,288
374768,341
374774,10
374775,1
374777,2
374778,160
374779,1
374782,1450
374785,104
374788,5
374791,1
374795,2
374797,25
374799,90
374801,7
374803,3
374804,2
374805,10
374806,434
374807,1
374817,106
374821,1689
374823,6
374825,6
374828,8
374829,57
374830,407
374832,14
374834,2426
374837,12
374838,304
374840,227
374841,3
374842,2919
374844,1
374845,1
374850,316
374851,1
374856,146
374863,89
374865,16
374866,2623
374867,4
374872,2453
374874,70
374875,363
374878,340
374879,1
374882,13
374884,174
374887,66
374888,424
374891,29
374894,129
374895,1
374896,30
374897,26
374898,72
374901,922
374903,47
374904,79
374905,1
374907,17
374908,3
374910,1
374911,4
374912,2
374915,6
374917,820
374921,276
374924,384
374926,105
374927,3
374928,1
374934,1489
374937,201
374940,202
374941,97
374943,7
374944,96
374945,2
374946,699
374947,24
374950,64
374952,1501
374954,72
374955,224
374960,2
374961,29
374964,2
374968,118
374971,3
374976,518
374977,15
374978,3
374980,6
374981,6
374982,12
374985,18
374986,5
374993,1
374995,2
374998,1
374999,262
375000,23
375001,1
375006,724
375010,1015
375011,1601
375012,974
375013,20
375015,1
375016,410
375020,15
375022,10
375023,4
375025,2
375026,7285
375027,1
375029,2
375033,500
375034,32
375037,1
375039,22
375040,1085
375042,85
375044,311
375047,1
375049,107
375054,41
375056,133
375059,1875
375060,4
375061,1
375064,1160
375066,287
375067,5
375069,9
375074,1
375075,11
375079,10
375081,163
375084,20
375087,27
375097,32
375101,6
375103,1
375105,284
375106,441
375108,3495
375109,2
375110,71
375112,2
375114,14
375115,1
375116,9
375118,1372
375119,6
375121,1551
375123,187
375124,1002
375125,52
375126,2
375128,7
375130,623
375131,9
375132,410
375141,2
375142,7
375143,9
375144,5
375147,264
375149,22
375150,2
375152,1
375153,1
375156,1
375157,136
375159,202
375161,2825
375162,8
375163,18
375164,181
375165,1200
375167,17
375170,91
375172,130
375173,530
375174,284
375177,2
375178,269
375181,148
375183,2
375185,1160
375191,5896
375193,13
375194,165
375196,957
375198,1
375199,1
375200,9
375201,59
375205,7
375206,22
375208,99
375214,4
375216,34
375222,233
375224,53
375226,6130
375227,245
375231,2
375233,1
375239,12
375240,1159
375243,5
375251,1
375253,33
375254,4
375258,27
375261,155
375262,32
375267,76
375270,1
375278,125
375280,8
375281,11
375282,1
375285,16
375288,321
375289,4
375294,43
375297,2
375299,16
375300,3
375301,1
375302,142
375308,2
375309,24
375311,2003
375314,1616
375317,26
375320,6
375321,1
375325,7
375327,9
375329,1996
375333,19
375335,1
375337,2
375338,61
375341,75
375344,1537
375345,1
375349,8
375352,4
375353,1
375356,138
375357,2
375361,10
375362,584
375363,2
375372,318
375378,2
375379,21
375381,21
375383,2185
375384,18
375385,2
375388,1
375389,7
375390,8
375393,1
375394,1
375396,1
375397,6
375401,639
375402,1241
375403,684
375404,5
375406,24
375407,4
375408,5
375410,131
375416,54
375417,2
375418,17
375420,167
375421,18
375423,15
375424,7086
375425,2
375426,312
375429,14
375430,139
375431,53
375433,1947
375434,96
375435,7
375439,297
375441,25
375446,3
375448,270
375449,7
375450,10
375455,8
375458,24
375460,1
375464,8
375465,698
375466,112
375468,51
375471,4
375472,13
375473,807
375475,1
375477,7
375478,114
375480,969
375481,2
375482,6
375483,204
375484,1736
375486,794
375488,201
375489,55
375491,8
375492,880
375493,400
375495,3
375499,146
375500,191
375502,4
375505,535
375508,56
375511,53
375512,3
375513,20
375514,83
375516,40
375522,29
375523,2
375525,78
375529,1057
375530,21
375539,95
375540,77
375542,10
375547,82
375548,1209
375550,795
375551,19
375554,2206
375557,91
375562,2
375565,7
375567,1
375573,11
375575,1
375579,187
375581,7
375582,12
375583,16
375585,115
375587,22
375591,9
375592,2
375593,3
375594,20
375595,40
375598,8
375601,29
375603,44
375605,220
375606,5
375607,36
375610,3
375611,74
375612,2
375614,1395
375616,240
375620,3
375621,7
375624,944
375625,17
375626,67
375629,1364
375630,1
375632,11
375636,13
375637,9898
375639,1794
375641,54
375642,28
375644,1606
375646,993
375647,201
375648,86
375650,9
375651,4
375652,2
375653,690
375654,10
375657,138
375658,1
375660,1
375662,11
375663,1
375664,147
375666,1
375668,2
375671,151
375672,86
375674,13
375676,1803
375677,1
375679,6
375680,15
375681,257
375689,412
375692,432
375698,13
375699,70
375700,1
375703,1
375705,85
375706,1
375710,243
375712,882
375714,6
375719,21
375723,10
375733,2
375734,108
375738,1
375740,12
375741,157
375742,13
375744,6
375745,1427
375746,1915
375749,7
375751,55
375754,59
375758,1475
375760,761
375762,293
375763,362
375767,39
375768,5101
375771,4
375772,44
375775,5
375778,139
375780,2
375781,12
375784,107
375786,3
375787,25
375789,40
375790,2278
375793,5
375794,3
375797,3
375799,5
375800,8144
375805,84
375809,21
375813,7
375814,1746
375815,28
375816,52
375819,150
375821,269
375822,12
375823,672
375827,6
375828,123
375829,3
375831,4
375832,133
375835,12
375837,26
375838,60
375842,76
375844,8
375845,643
375848,52
375849,4
375852,225
375853,10
375860,33
375861,1
375864,355
375868,1325
375872,81
375875,68
375877,11
375881,19
375882,365
375883,78
375884,1
375885,957
375886,2006
375888,27
375891,6
375893,2
375895,4
375898,3
375903,1
375904,251
375906,24
375909,614
375913,6
375914,351
375915,7
375918,3
375920,88
375921,266
375925,29
375926,180
375928,65
375930,626
375932,2
375935,24
375936,1650
375937,1282
375938,5
375940,17
375941,2
375942,321
375943,21
375946,1
375948,2
375950,788
375959,975
375963,736
375964,1
375967,11
375968,1
375974,49
375977,1
375980,6
375981,3
375982,2
375985,657
375989,186
375990,343
375991,681
375994,136
375995,117
375998,108
376000,69
376001,3
376008,6
376010,182
376013,5522
376016,83
376021,42
376024,17
376025,3
376026,68
376028,8
376035,1
376039,1
376040,75
376043,9
376045,550
376051,1578
376053,54
376057,1
376058,5
376059,1973
376062,16
376064,538
376066,57
376068,6
376069,529
376070,169
376071,7
376073,299
376074,68
376076,1
376078,148
376081,1
376082,2
376083,4
376086,172
376087,52
376089,6
376091,63
376093,3
376095,781
376097,17
376099,19
376101,20
376102,1297
376103,7
376104,966
376107,757
376109,11
376112,69
376113,47
376116,245
376117,4
376118,756
376120,69
376122,10
376125,32
376128,15
376129,1
376132,270
376136,30
376142,85
376144,2067
376145,5922
376148,6
376149,1
376150,1
376154,11
376155,1869
376156,49
376158,15
376160,26
376161,14
376171,3
376176,13
376179,799
376181,2
376182,117
376183,85
376184,106
376185,10
376188,1
376189,75
376196,18
376197,143
376198,225
376200,244
376206,1
376207,51
376208,839
376209,583
376210,35
376213,3
376214,69
376215,1
376216,286
376221,1
376225,105
376226,144
376228,26
376229,1640
376232,5
376233,234
376235,224
376241,2
376243,1
376250,4
376251,154
376253,1395
376255,2
376257,2
376258,33
376259,39
376260,1
376263,4
376266,11
376268,268
376269,2
376276,3808
376279,25
376282,58
376284,6
376286,4
376289,25
376291,29
376293,31
376294,855
376296,1
376298,1766
376301,159
376304,20
376310,2
376311,872
376314,1455
376320,124
376321,1
376325,1
376326,4
376328,303
376329,81
376332,31
376334,247
376337,7183
376338,117
376340,6
376351,14
376353,246
376354,13
376356,4
376357,150
376359,3407
376362,10
376366,19
376367,496
376368,255
376377,2
376381,48
376382,9512
376385,17
376388,14
376392,95
376397,142
376398,21
376400,1406
376404,76
376405,10
376406,1644
376407,874
376410,441
376413,409
376415,39
376419,62
376421,11
376423,1
376425,101
376426,108
376428,66
376429,321
376431,21
376432,101
376433,646
376435,957
376436,4
376438,1
376439,21
376441,28
376445,1
376447,1
376449,1
376450,95
376452,53
376454,12
376455,3
376457,1
376458,63
376461,14
376462,2
376463,12
376466,4
376470,57
376472,10
376474,1
376477,9
376484,3
376485,28
376486,756
376488,557
376490,646
376491,131
376495,13
376497,7
376501,5943
376508,2
376510,239
376511,11
376513,82
376518,55
376520,21
376521,1
376522,25
376523,2190
376528,2
376529,83
376530,2
376531,2
376534,1
376539,1
376547,1184
376548,21
376551,3
376559,2
376560,148
376563,1620
376566,1281
376569,761
376570,2
376574,797
376579,1
376580,56
376581,16
376584,8
376585,10
376587,708
376593,2
376594,7
376595,100
376596,3
376600,15
376601,553
376602,10
376604,43
376605,1
376607,5
376609,238
376611,1
376614,42
376615,1
376619,159
376620,47
376625,243
376626,705
376627,91
376628,784
376634,140
376636,129
376637,409
376638,2
376639,315
376641,30
376648,2
376649,2704
376654,18
376657,1999
376659,159
376663,52
376665,59
376667,1
376668,85
376669,896
376672,1
376675,383
376676,61
376681,2
376682,305
376691,1
376692,262
376696,17
376698,56
376700,3
376703,2
376706,232
376709,820
376711,63
376712,672
376714,2967
376719,3
376720,4
376722,100
376724,20
376727,379
376729,6
376731,51
376732,66
376735,1
376736,2
376738,275
376742,54
376744,157
376749,10
376751,16
376753,65
376754,5
376755,26
376756,27
376758,8
376759,266
376762,754
376768,12
376770,66
376773,35
376774,1
376775,5
376780,1151
376781,116
376782,1814
376783,1215
376785,14
376786,214
376787,1672
376791,831
376794,6
376796,2
376797,72
376798,1
376800,2
376801,3
376803,2431
376806,38
376816,25
376817,7
376818,272
376819,11
376822,3
376823,142
376825,11
376826,28
376827,3
376830,580
376831,1
376832,3389
376835,2
376840,788
376842,8
376843,1
376844,381
376846,161
376847,32
376848,2
376852,289
376853,468
376859,447
376860,227
376863,2600
376865,1542
376870,402
376871,4
376874,148
376876,4
376879,438
376881,93
376882,2
376883,467
376884,2168
376886,2766
376887,3
376888,14
376889,6
376890,28
376892,632
376900,4
376905,56
376909,20
376915,8
376917,377
376918,260
376922,18
376923,120
376924,863
376925,4
376929,635
376930,63
376931,113
376935,18
376937,1
376938,6
376939,969
376944,64
376950,5
376951,174
376952,5
376953,2276
376956,16
376961,105
376962,135
376964,42
376965,4
376966,15
376967,1
376969,1561
376973,1
376974,1
376975,34
376976,29
376977,452
376981,56
376984,1
376986,121
376989,1
376990,94
376991,2324
376992,93
376994,326
376995,1086
376997,100
377000,11
377005,101
377006,58
377008,22
377010,1
377011,2
377016,3835
377019,3
377020,8
377021,357
377023,2632
377024,317
377025,148
377026,22
377027,2
377029,2
377030,8
377031,1
377032,64
377036,154
377037,5
377038,1
377041,620
377046,19
377047,46
377049,1
377050,34
377051,15
377055,1
377057,5
377068,47
377070,4
377072,1
377077,2
377078,2
377082,1
377084,1
377088,321
377091,3
377094,2723
377096,1608
377098,7
377100,3
377101,1832
377103,1075
377104,677
377106,87
377107,2
377109,346
377113,1000
377118,18
377121,22
